Ocean.Initial Cold surface ocean pH,Ocean.Initial Warm surface ocean pH,Ocean.Initial Cold surface ocean carbon reservoir,Ocean.Initial Warm surface ocean carbon reservoir,Ocean.Initial Intermediate depth ocean carbon reservoir,Ocean.Initial Deep ocean ocean carbon reservoir
8.38295313509,8.14833742862,319.656200934,2184.49335293,6404.12183075,29505.0511486
8.38040245149,8.14693526749,319.872843905,2185.40090385,6406.57786223,29521.7184684
8.37940557304,8.14638661498,319.957340963,2185.75564546,6407.53716226,29528.2192169
8.38476681112,8.14933299317,319.501768302,2183.84813686,6402.37414749,29493.1699711
8.38240560158,8.1480366396,319.702759527,2184.68815502,6404.64922768,29508.6331081
8.38516468998,8.14955123639,319.467846224,2183.70660276,6401.99060039,29490.5601997
8.37198591568,8.14229154948,320.583190931,2188.39673302,6414.66677006,29576.3688962
8.38030471285,8.14688149117,319.881132692,2185.43568326,6406.67193106,29522.3561628
8.37945544178,8.14641406994,319.953116317,2185.73789895,6407.4891812,29527.8941953
8.38529798544,8.14962433826,319.456478342,2183.65918761,6401.86209457,29489.6856199
8.37543019829,8.14419504918,320.293333715,2187.17054212,6411.35940392,29554.0687386
8.37759872556,8.14539124814,320.110244555,2186.39868082,6409.27505904,29539.9828083
8.37819837146,8.14572171781,320.059535209,2186.18526488,6408.6984161,29536.0814983
8.38086486331,8.14718964144,319.833616102,2185.23636211,6406.13276973,29518.7004943
8.38102648413,8.14727853096,319.81990038,2185.17885325,6405.97718561,29517.6452814
8.37520149829,8.14406879297,320.312616112,2187.25195199,6411.57913481,29555.5522275
8.38304781322,8.14838942918,319.648147161,2184.45966903,6404.03062453,29504.4315362
8.38049203514,8.14698455382,319.865245885,2185.36902654,6406.49163941,29521.133918
8.38161909767,8.14760437939,319.769587195,2184.96799181,6405.40663274,29513.7744603
8.37862872546,8.14595880778,320.023120441,2186.03210608,6408.28449738,29533.279939
8.37905078602,8.14619126256,319.987389836,2185.88190338,6407.87849573,29530.5310165
8.37952124356,8.14645029535,319.947541526,2185.71448253,6407.42586895,29527.4653007
8.3801083514,8.14677344143,319.897782425,2185.50555745,6406.86091014,29523.6371032
8.3811626321,8.14735340329,319.808344391,2185.13040881,6405.84611618,29516.7562267
8.37718085165,8.14516087618,320.145561478,2186.54740886,6409.67683241,29542.6999073
8.38165836638,8.14762596674,319.766252048,2184.95401969,6405.36882174,29513.5178724
8.38373810269,8.14876846131,319.589401311,2184.21408984,6403.36555872,29499.9119594
8.38016727841,8.14680586806,319.892786326,2185.48458848,6406.80419989,29523.2527304
8.37782168732,8.14551413962,320.091393792,2186.31932694,6409.06066422,29538.5325297
8.38089340361,8.14720533896,319.831194256,2185.22620669,6406.10529607,29518.5141706
8.37517203398,8.14405252549,320.315099966,2187.26244043,6411.60744232,29555.7433226
8.37849811799,8.14588686092,320.034173817,2186.07858751,6408.41012342,29534.1303271
8.37624390483,8.14464410776,320.224686191,2186.88089924,6410.57746843,29548.7873515
8.38384138153,8.14882515586,319.580607936,2184.17734816,6403.26604021,29499.2354467
8.37804130572,8.14563517042,320.072820947,2186.24116421,6408.84946818,29537.1036329
8.37629642306,8.1446730825,320.220253322,2186.86220568,6410.52699322,29548.4463094
8.38254990513,8.1481159238,319.690491766,2184.63681379,6404.51024079,29507.6892945
8.37806478986,8.14564811138,320.070834645,2186.23280622,6408.82688371,29536.9508173
8.38141375958,8.14749148887,319.787024393,2185.04105339,6405.60434006,29515.1159827
8.38221327023,8.1479309558,319.719107133,2184.75658472,6404.83446213,29509.8908024
8.37223940721,8.14243179254,320.561897565,2188.30647817,6414.42348964,29574.7306897
8.37786674834,8.14553897401,320.087583424,2186.30328951,6409.01733259,29538.23938
8.38512081883,8.14952717516,319.47158732,2183.72220847,6402.03289384,29490.8480183
8.38062226918,8.14705619956,319.85419871,2185.32268461,6406.3662865,29520.2840082
8.38639956956,8.15022822065,319.36246491,2183.26735589,6400.7998683,29482.4527672
8.37842454747,8.14584633085,320.040399392,2186.10477045,6408.48088544,29534.6092898
8.38879006358,8.15153715582,319.158041691,2182.41717129,6398.49340346,29466.7256435
8.3842842586,8.14906822744,319.542888613,2184.01979677,6402.83924802,29496.3335347
8.3902021984,8.15230940596,319.037019534,2181.91501389,6397.13002041,29457.4149233
8.38464399524,8.14926561492,319.51223612,2183.89182596,6402.49252892,29493.9753056
8.37735907275,8.14525913652,320.130501077,2186.48397657,6409.50548519,29541.5412389
8.373749674,8.1432668475,320.434904701,2187.76878511,6412.97361661,29564.9604917
8.38008828227,8.14676239741,319.899483898,2185.51269899,6406.88022403,29523.7680055
8.38008560236,8.14676092264,319.8997111,2185.51365263,6406.88280308,29523.7854851
8.37781724858,8.14551169326,320.091769122,2186.32090671,6409.06493257,29538.5614056
8.38071233279,8.14710574267,319.846558044,2185.29063702,6406.27959516,29519.6961769
8.37905075812,8.1461912472,319.987392199,2185.88191331,6407.87852257,29530.5311982
8.37882326622,8.14606596151,320.006653265,2185.96287245,6408.09736601,29532.0130421
8.38353697374,8.14865804109,319.606522849,2184.28564273,6403.55935456,29501.2291945
8.37646423586,8.14476565937,320.206087057,2186.80247416,6410.36570239,29547.3564304
8.38172385259,8.14766196547,319.760689875,2184.93071927,6405.30576534,29513.0899494
8.37776637275,8.14548365319,320.09607093,2186.33901372,6409.11385496,29538.892364
8.38061683328,8.14705320923,319.854659846,2185.32461889,6406.37151877,29520.3194856
8.37901547388,8.1461718165,319.990379943,2185.89447007,6407.91246655,29530.7610593
8.37628335343,8.14466587197,320.221356506,2186.86685773,6410.53955452,29548.5311827
8.379393028,8.14637970824,319.958403681,2185.7601098,6407.5492323,29528.3009767
8.37453003067,8.14369799065,320.369200078,2187.49098043,6412.22416857,29559.9055098
8.38029184748,8.14687441231,319.882223678,2185.44026131,6406.68431314,29522.4400974
8.38831236095,8.15127575195,319.198937265,2182.58705517,6398.95446511,29469.8719067
8.3841818177,8.14901200947,319.551615094,2184.05623917,6402.93797413,29497.0049008
8.37843624216,8.1458527736,320.039409817,2186.10060843,6408.4696373,29534.5331572
8.37810129283,8.14566822598,320.067747095,2186.21981486,6408.7917788,29536.7132775
8.37883766391,8.14607389126,320.005434405,2185.9577486,6408.08351617,29531.9192695
8.37304784338,8.14287889717,320.493946787,2188.01864755,6413.64747612,29569.5028942
8.38055661402,8.14702008142,319.859768153,2185.34604701,6406.42948163,29520.712491
8.37821038398,8.14572833666,320.058519005,2186.18098967,6408.68686318,29536.003317
8.38417219726,8.14900672973,319.552434563,2184.05966157,6402.94724553,29497.0679462
8.37789024285,8.1455519222,320.085596646,2186.29492773,6408.99473951,29538.0865277
8.37888607228,8.14610055234,320.001336168,2185.94052109,6408.03694933,29531.6039729
8.37907929455,8.14620696161,319.984975746,2185.87175794,6407.85106979,29530.3452893
8.3722951242,8.14246261452,320.55721648,2188.28664053,6414.37001417,29574.3705502
8.38130872798,8.14743373875,319.795942024,2185.07842522,6405.70546309,29515.8020564
8.37482116386,8.14385878262,320.344671956,2187.38734172,6411.94451488,29558.0184407
8.37507735022,8.14400024765,320.323081275,2187.29614526,6411.69840678,29556.3573638
8.37720617767,8.14517484012,320.143421517,2186.5383948,6409.65248385,29542.5352699
8.3749667619,8.14393918422,320.33240214,2187.33551197,6411.80464727,29557.0744636
8.38155624404,8.14756982544,319.77492513,2184.99035572,6405.46715209,29514.1851317
8.38159743196,8.14759246877,319.77142723,2184.97570066,6405.42749397,29513.9160225
8.3801295422,8.14678510255,319.895985812,2185.49801676,6406.84051664,29523.4988816
8.3777143499,8.14545497995,320.100469462,2186.35752903,6409.16387943,29539.230764
8.38827130603,8.1512532824,319.202450885,2182.60165569,6398.99408635,29470.1422238
8.3821724742,8.14790853712,319.722574211,2184.77109969,6404.87375124,29510.1575403
8.3783488751,8.1458046408,320.046802275,2186.13170156,6408.5536672,29535.1018937
8.37632893959,8.14469102162,320.217508587,2186.85063165,6410.49574117,29548.2351437
8.38429570205,8.14907450719,319.541913734,2184.01572589,6402.82821932,29496.258533
8.37766587321,8.14542826034,320.104567929,2186.3747823,6409.21049316,29539.5460785
8.37582761316,8.14441440025,320.259814297,2187.02907826,6410.97753351,29551.4899267
8.37889094841,8.14610323784,320.000923344,2185.93878578,6408.03225866,29531.5722124
8.38071258409,8.14710588091,319.846536722,2185.29054759,6406.27935326,29519.6945366
8.37694887096,8.14503295851,320.165160129,2186.62997642,6409.89984996,29544.2077253
